taxa.level	taxa.name	age	richness	e.div.0	e.div.5	e.div.9
Family	Rachycentridae	19.1292611	1	0	0	0
Family	Achiridae	50.564318	36	0.070870509	0.057704145	0.029745826
Family	Achiropsettidae	22.490848	4	0.061638154	0.040740604	0.011665379
Family	Bothidae	40.795326	168	0.125601741	0.108756369	0.070438575
Family	Citharidae	53.600002	6	0.033428347	0.023372443	0.007564647
Family	Cynoglossidae	42.400002	145	0.11737579	0.101190076	0.064489797
Family	Pleuronectidae	21.4823	105	0.216641624	0.184816892	0.113284581
Family	Poecilopsettidae	45.7954	5	0.035144096	0.023989577	0.007347293
Family	Psettodidae	59.4332	3	0.018484825	0.011662626	0.003067672
Family	Samaridae	48.9011	28	0.068141709	0.054684836	0.026754671
Family	Scophthalmidae	46.4384	9	0.047314821	0.03465748	0.012657341
Family	Soleidae	42.4	179	0.122344005	0.106127587	0.069194737
Family	Ariommatidae	25.64567	8	0.081083533	0.058648395	0.020690754
Family	Bramidae	31.501246	20	0.09509885	0.074643881	0.033799004
Family	Caristiidae	25.018177	19	0.117691988	0.092036486	0.041154854
Family	Centrolophidae	34.372462	31	0.099905186	0.080663082	0.040331541
Family	Chiasmodontidae	43.900002	32	0.078946145	0.063857865	0.032140932
Family	Icosteidae	25.018175	1	0	0	0
Family	Mastacembelidae	73.70014	85	0.060280093	0.051033826	0.030403059
Family	Nomeidae	25.6457	17	0.110475181	0.08567614	0.037258154
Family	Pomatomidae	34.37246221	1	0	0	0
Family	Scombrolabracidae	28.761027	1	0	0	0
Family	Stromateidae	35.6045	17	0.079574586	0.061711991	0.026836817
Family	Synbranchidae	69.152565	24	0.045957136	0.036524005	0.01726505
Family	Trichiuridae	32.3151	47	0.119143917	0.098345784	0.053311504
Family	Albulidae	150.800002	13	0.017008948	0.012903913	0.005228497
Family	Platytroctidae	42.2	40	0.087414205	0.071574049	0.037659602
Family	Amiidae	267.9	1	0	0	0
Family	Anguillidae	58.74446099	18	0.049202456	0.038323474	0.016908007
Family	Congridae	65.421519	197	0.08075636	0.07023866	0.046243058
Family	Eurypharyngidae	25.868725	1	0	0	0
Family	Muraenesocidae	57.198765	15	0.047344557	0.036354658	0.015305728
Family	Muraenidae	53.00554199	197	0.099672667	0.08669131	0.057074996
Family	Nemichthyidae	58.74446	9	0.037403094	0.027397271	0.010005823
Family	Ophichthidae	57.1988	327	0.101225204	0.089160374	0.061444052
Family	Saccopharyngidae	25.8687251	10	0.089010382	0.065899966	0.024811964
Family	Serrivomeridae	53.005541	10	0.04344046	0.032161696	0.012109185
Family	Argentinidae	33.23408	28	0.100264683	0.080464049	0.039367204
Family	Bathylagidae	70.712354	24	0.044943403	0.03571835	0.016884213
Family	Microstomatidae	51.558629	21	0.059049717	0.046508127	0.02130802
Family	Opisthoproctidae	33.234078	19	0.088596981	0.069283857	0.030980833
Family	Ateleopodidae	192.300002	13	0.01333827	0.010119137	0.004100142
Family	Atherinidae	43.789432	74	0.098290042	0.08276748	0.048327996
Family	Atherinopsidae	70.942182	109	0.066129174	0.056487312	0.034790296
Family	Bedotiidae	45.587423	16	0.060819159	0.046944223	0.020099639
Family	Isonidae	49.320039	5	0.032632535	0.022275171	0.006822222
Family	Melanotaeniidae	39.872884	87	0.112003639	0.094906344	0.056724342
Family	Pseudomugilidae	27.9206	18	0.103521119	0.080631928	0.035574156
Family	Telmatherinidae	33.739	18	0.085668566	0.06672669	0.029439277
Family	Alepisauridae	53.917346	2	0.012855736	0.007520124	0.001767709
Family	Aulopidae	47.181996	12	0.052666416	0.039671958	0.01572501
Family	Bathysauridae	47.1819964	2	0.014690925	0.00859364	0.002020054
Family	Evermannellidae	46.701223	8	0.04452649	0.032206381	0.011362192
Family	Giganturidae	69.350222	2	0.00999488	0.00584663	0.001374331
Family	Notosudidae	59.0983	17	0.047940691	0.03717915	0.016168171
Family	Paraulopidae	85.06908296	14	0.03102252	0.023685491	0.009790973
Family	Pseudotrichonotidae	85.069082	2	0.008148051	0.004766304	0.001120386
Family	Sudidae	55.043996	1	0	0	0
Family	Batrachoididae	126.800002	84	0.03494335	0.029570221	0.017586864
Family	Adrianichthyidae	71.879041	37	0.050236034	0.040963804	0.021230894
Family	Exocoetidae	23.652917	66	0.177130573	0.148461411	0.085186238
Family	Scomberesocidae	18.7687	5	0.085751166	0.058534277	0.017927306
Family	Anoplogastridae	31.227874	2	0.022196426	0.012984077	0.003052087
Family	Barbourisiidae	46.226385	1	0	0	0
Family	Berycidae	70.616748	10	0.032606785	0.024140847	0.009089259
Family	Cetomimidae	89.890653	30	0.037837053	0.030490823	0.015140357
Family	Diretmidae	54.0009	4	0.02567169	0.016968064	0.004858517
Family	Melamphaidae	70.616748	63	0.05867071	0.049078101	0.027954856
Family	Monocentridae	27.989531	4	0.049529031	0.032736909	0.009373657
Family	Rondeletiidae	55.2847	2	0.012537776	0.007334129	0.001723988
Family	Blenniidae	68.266252	405	0.087948099	0.077830638	0.054540579
Family	Clinidae	50.744322	87	0.088008036	0.074573656	0.044571747
Family	Dactyloscopidae	42.819152	48	0.090408166	0.074701926	0.040646909
Family	Gobiesocidae	73.550348	166	0.069503244	0.060160784	0.038914852
Family	Tripterygiidae	73.5503	175	0.070221141	0.060874487	0.03959672
Family	Centrarchidae	49.100003	38	0.074085253	0.060497236	0.031518583
Family	Elassomatidae	49.1000003	7	0.039631571	0.028234101	0.009572375
Family	Acestrorhynchidae	63.186555	26	0.05156313	0.041190562	0.019826417
Family	Alestidae	94.400721	117	0.050446372	0.043193923	0.026839804
Family	Bryconidae	66.005815	49	0.058961779	0.048766549	0.026631864
Family	Chalceidae	75.175355	5	0.021409116	0.014613995	0.004475832
Family	Characidae	63.186557	1083	0.110585077	0.099629831	0.074274993
Family	Chilodontidae	58.55622487	8	0.035511878	0.025686038	0.009061859
Family	Citharinidae	79.291249	8	0.02622536	0.018969021	0.006692141
Family	Crenuchidae	94.400719	87	0.047307988	0.040086449	0.023959172
Family	Ctenoluciidae	58.556224	7	0.033231483	0.023674586	0.008026536
Family	Cynodontidae	67.534284	8	0.030790902	0.022271316	0.007857169
Family	Distichodontidae	103.608885	101	0.044543675	0.03794873	0.023143722
Family	Erythrinidae	85.128079	16	0.032569615	0.025139369	0.010763672
Family	Gasteropelecidae	61.14903	9	0.035932288	0.026319925	0.009612363
Family	Hemiodontidae	61.520855	31	0.055818262	0.045067461	0.02253373
Family	Hepsetidae	100.958204	5	0.015941626	0.010881853	0.003332787
Family	Lebiasinidae	87.546225	75	0.049316668	0.041550463	0.024309806
Family	Parodontidae	57.90201	32	0.059855192	0.048415597	0.024368532
Family	Prochilodontidae	61.5209	21	0.049487612	0.038976921	0.017857546
Family	Serrasalmidae	57.90201053	88	0.077326103	0.065550214	0.039240881
Family	Triportheidae	61.149027	21	0.049788567	0.039213956	0.017966145
Family	Cichlidae	88.700002	1678	0.083713165	0.07590537	0.057814226
Family	Cheilodactylidae	66.467063	27	0.049586016	0.039704738	0.019271708
Family	Cirrhitidae	66.467063	35	0.053490374	0.043485775	0.022290808
Family	Chirocentridae	87.117111	2	0.007956499	0.004654253	0.001094047
Family	Denticipitidae	188.9	1	0	0	0
Family	Engraulidae	80.43732	148	0.062125544	0.053592028	0.034233621
Family	Pristigasteridae	73.9082	38	0.049217626	0.040190594	0.020938983
Family	Botiidae	62.783932	41	0.059148447	0.048492064	0.025634551
Family	Catostomidae	70.113285	83	0.063024299	0.053309007	0.031651683
Family	Cobitidae	55.033726	247	0.10010931	0.087587774	0.058920095
Family	Cyprinidae	99.300002	2977	0.080550566	0.073573614	0.057392797
Family	Gyrinocheilidae	70.113283	3	0.015669104	0.009886104	0.002600385
Family	Nemacheilidae	55.0337	634	0.117238146	0.104671825	0.075654728
Family	Aplocheilidae	66.88735	14	0.039455253	0.030123828	0.012452416
Family	Cyprinodontidae	40.471091	134	0.121020701	0.104077441	0.065732341
Family	Fundulidae	40.471091	41	0.091758635	0.075227091	0.039767594
Family	Poeciliidae	44.4248	359	0.132433289	0.116893196	0.081159574
Family	Elopidae	133.5918991	7	0.014566079	0.010377084	0.003518205
Family	Megalopidae	133.591899	2	0.005188542	0.003035103	0.000713443
Family	Drepaneidae	67.659163	3	0.01623745	0.01024469	0.002694706
Family	Ephippidae	67.659165	15	0.040024884	0.03073407	0.012939396
Family	Esocidae	79.400002	7	0.024507684	0.017459626	0.005919441
Family	Umbridae	79.4	7	0.024507684	0.017459627	0.005919441
Family	Gadidae	23.93538	23	0.130998305	0.103817305	0.04859546
Family	Merlucciidae	45.655158	21	0.06668518	0.052521892	0.024063268
Family	Moridae	36.494613	107	0.128041605	0.109303366	0.067160737
Family	Phycidae	33.8486	11	0.070841786	0.052934522	0.020477869
Family	Steindachneriidae	35.929201	1	0	0	0
Family	Galaxiidae	145.636631	65	0.028663031	0.024008435	0.013742971
Family	Eleotridae	64.43081	172	0.079891817	0.069223783	0.044946074
Family	Microdesmidae	38.464615	89	0.116695211	0.098965308	0.059337196
Family	Odontobutidae	72.8	23	0.043069975	0.034133333	0.015977346
Family	Chanidae	147.1	1	0	0	0
Family	Gonorynchidae	175.900002	5	0.009149732	0.006245664	0.001912861
Family	Kneriidae	147.100002	30	0.023121668	0.018632495	0.00925205
Family	Apteronotidae	69	94	0.065844852	0.055952605	0.033799187
Family	Rhamphichthyidae	57.4264	16	0.048280734	0.037266243	0.015955915
Family	Hiodontidae	227.100002	2	0.003052167	0.001785403	0.000419684
Family	Holocentridae	145.000002	85	0.030638974	0.025939311	0.01545317
Family	Istiophoridae	27.944274	9	0.078628794	0.057594551	0.021034244
Family	Apogonidae	80.300002	354	0.073092114	0.064495274	0.044729983
Family	Kurtidae	80.300002	2	0.00863197	0.005049379	0.001186926
Family	Odacidae	53.314715	12	0.04660827	0.035108547	0.013916183
Family	Scaridae	57.9096	99	0.079349881	0.067553964	0.041090702
Family	Lamprididae	65.554566	2	0.010573591	0.006185154	0.001453906
Family	Lophotidae	81.7	5	0.019699362	0.013446907	0.004118387
Family	Regalecidae	37.6856	3	0.029152045	0.018392892	0.004837963
Family	Trachipteridae	37.6856	11	0.063628953	0.047544937	0.018392892
Family	Lepidogalaxiidae	231.8	1	0	0	0
Family	Lepisosteidae	32.700002	7	0.059507952	0.04239432	0.014373199
Family	Antennariidae	45.800003	51	0.085847716	0.071137474	0.039121383
Family	Ceratiidae	30.964879	4	0.044769894	0.029591291	0.008472963
Family	Chaunacidae	38.499575	23	0.081442307	0.064543742	0.030212043
Family	Gigantactinidae	32.911632	23	0.095270092	0.075502383	0.035341633
Family	Himantolophidae	14.456809	22	0.213812222	0.168940949	0.078260847
Family	Lophiidae	64.49432	29	0.052210735	0.041988972	0.020699514
Family	Melanocetidae	70.616748	6	0.02537301	0.01774031	0.00574177
Family	Ogcocephalidae	44.466	75	0.097096391	0.081806013	0.047862
Family	Oneirodidae	23.581	67	0.178308495	0.14954245	0.086007729
Family	Mugilidae	89.763943	74	0.047948708	0.040376356	0.023575786
Family	Myctophidae	73.600002	251	0.075074087	0.06571035	0.044267615
Family	Neoscopelidae	73.6	6	0.024344558	0.017021236	0.005509037
Family	Halosauridae	50.676946	16	0.054711046	0.04222958	0.018081017
Family	Notacanthidae	50.676944	11	0.047317282	0.035356502	0.013677762
Family	Osmeridae	34.3625	14	0.076800504	0.058636683	0.024238898
Family	Plecoglossidae	28.725468	1	0	0	0
Family	Retropinnidae	73.7	6	0.024311526	0.016998141	0.005501562
Family	Salangidae	28.7255	18	0.100620416	0.078372589	0.034577354
Family	Arapaimidae	104.854709	6	0.017088021	0.011947608	0.003866923
Family	Gymnarchidae	78.3003601	1	0	0	0
Family	Mormyridae	78.30036	216	0.068649472	0.059856049	0.039763742
Family	Notopteridae	120.3	10	0.019140358	0.014170807	0.005335444
Family	Osteoglossidae	104.854708	6	0.017088021	0.011947608	0.003866923
Family	Pantodontidae	163.1	1	0	0	0
Family	Glaucosomatidae	66.617359	4	0.020809807	0.013754534	0.003938377
Family	Pempheridae	66.6174	39	0.054994065	0.044969216	0.02354664
Family	Amblyopsidae	41.500002	9	0.052945168	0.038781635	0.014163533
Family	Aphredoderidae	41.5	1	0	0	0
Family	Percopsidae	63.2	2	0.010967519	0.006415587	0.001508072
Family	Pholidichthyidae	88.7	2	0.007814512	0.004571196	0.001074523
Family	Polymixiidae	154.8	10	0.014874581	0.011012585	0.004146343
Family	Salmonidae	104.4784	221	0.051667739	0.045076592	0.030010933
Family	Akysidae	48.02816786	57	0.084180835	0.070110853	0.039290894
Family	Amblycipitidae	48.028167	36	0.074612861	0.060751241	0.031316569
Family	Amphiliidae	69.200237	94	0.065654324	0.055790701	0.033701386
Family	Anchariidae	69.1	6	0.025929949	0.01812971	0.005867802
Family	Ariidae	69.1000001	145	0.072022196	0.062090585	0.039571165
Family	Astroblepidae	70.3140631	69	0.060217065	0.050563826	0.029213555
Family	Auchenipteridae	51.102019	113	0.092508827	0.079117251	0.048949846
Family	Bagridae	74.449569	204	0.071432516	0.062187906	0.041084282
Family	Callichthyidae	98.43613	204	0.054026098	0.047034181	0.031073012
Family	Cetopsidae	72.429967	42	0.051603912	0.042358889	0.022494012
Family	Chacidae	72.429966	4	0.01913979	0.012650713	0.003622317
Family	Clariidae	47.601763	120	0.100573833	0.086186794	0.053721273
Family	Claroteidae	73.854433	92	0.061225689	0.051986755	0.031312073
Family	Cranoglanididae	68.7	3	0.015991445	0.010089479	0.00265388
Family	Diplomystidae	106.204156	6	0.016870898	0.0117958	0.003817789
Family	Doradidae	51.1020191	93	0.088697073	0.075342377	0.045446105
Family	Heptapteridae	57.155894	208	0.093385611	0.081342216	0.053840681
Family	Heteropneustidae	47.6017631	4	0.029122752	0.019249092	0.00551165
Family	Horabagridae	59.629878	9	0.036847712	0.026990461	0.009857251
Family	Ictaluridae	68.700001	51	0.057231813	0.047424985	0.026080923
Family	Loricariidae	70.314063	904	0.096806088	0.086963937	0.064199829
Family	Malapteruridae	64.740777	19	0.045480439	0.035566226	0.015903724
Family	Mochokidae	64.74077762	209	0.082518846	0.071886074	0.047603845
Family	Nematogenyidae	110.648979	1	0	0	0
Family	Pangasiidae	80.594984	28	0.041345061	0.033180088	0.016233427
Family	Pimelodidae	46.82592491	109	0.100186977	0.085579371	0.052707972
Family	Plotosidae	73.040117	41	0.05084291	0.04168288	0.022034985
Family	Pseudopimelodidae	46.825924	40	0.078778573	0.064503263	0.033939217
Family	Schilbeidae	59.62987889	61	0.068939833	0.057588365	0.032633139
Family	Siluridae	73.04011738	96	0.062490976	0.053142902	0.032192928
Family	Sisoridae	55.522683	214	0.096644754	0.084244683	0.055915646
Family	Trichomycteridae	105.886773	282	0.053282454	0.046769767	0.031833421
Family	Lethrinidae	74.370796	43	0.050573616	0.041562584	0.022168092
Family	Sparidae	74.3708	142	0.066636732	0.057410939	0.036502159
Family	Diplophidae	77.34295	1	0	0	0
Family	Gonostomatidae	77.342952	33	0.045207837	0.036631823	0.01855482
Family	Sternoptychidae	67.5657	76	0.064096625	0.054031235	0.031673855
Family	Stomiidae	72.5786	299	0.078541658	0.069037365	0.047224866
Family	Stylephoridae	78.8	1	0	0	0
Family	Callionymidae	69.155117	193	0.076099794	0.066151446	0.04346291
Family	Creediidae	66.16622287	18	0.043683493	0.034024789	0.015011462
Family	Dactylopteridae	68.122473	7	0.028564878	0.02035003	0.006899392
Family	Mullidae	65.464019	87	0.068219278	0.057805642	0.034549713
Family	Syngnathidae	65.6431	340	0.088797537	0.078282947	0.054118206
Family	Aracanidae	54.00002	13	0.047499045	0.03603536	0.014601057
Family	Balistidae	43.800003	42	0.085334917	0.070046866	0.03719727
Family	Diodontidae	55.900003	18	0.051706111	0.040273554	0.017768367
Family	Molidae	68.610276	4	0.020205346	0.013355007	0.003823979
Family	Monacanthidae	43.800003	110	0.107316896	0.091698236	0.056541969
Family	Ostraciidae	54.8	27	0.060143009	0.04815798	0.023374705
Family	Tetraodontidae	55.9	187	0.093579761	0.081275399	0.053229509
Family	Triacanthidae	64.492986	7	0.030172431	0.021495273	0.00728767
Family	Triacanthodidae	64.493	23	0.04861759	0.038529866	0.018035303
Family	Ammodytidae	78.58503	33	0.044493303	0.036052838	0.018261551
Family	Pinguipedidae	72.8325	87	0.061317518	0.051957432	0.031054311
Family	Uranoscopidae	83.9968	53	0.047267181	0.039237648	0.021721652
Family	Parazenidae	49.2	4	0.028176715	0.018623795	0.005332607
Family	Zeidae	49.2	6	0.036417875	0.025462662	0.008241161
Family	Allophrynidae	55.4236	3	0.019822103	0.012506354	0.003289601
Family	Alsodidae	62.4914	29	0.053884148	0.043334766	0.021362957
Family	Alytidae	160.0705	11	0.014980245	0.011193565	0.004330262
Family	Ambystomatidae	126.9776	32	0.027294073	0.022077598	0.011112094
Family	Amphiumidae	126.8706	3	0.008659313	0.005463418	0.001437067
Family	Arthroleptidae	92.0473	149	0.054362771	0.046905103	0.029984692
Family	Ascaphidae	202.0405	2	0.003430734	0.002006851	0.000471738
Family	Batrachylidae	55.9523	15	0.048399265	0.037164541	0.015646698
Family	Bombinatoridae	160.0705	10	0.014384819	0.010649983	0.00400982
Family	Brachycephalidae	68.7424	54	0.058028001	0.048211671	0.026774591
Family	Breviciptidae	78.6936	34	0.044811275	0.036371457	0.01853537
Family	Bufonidae	70.4358	590	0.090580678	0.080763885	0.058105062
Family	Caeciliidae	56.0363	42	0.066700864	0.054751169	0.029074734
Family	Calyptocephalellidae	119.301	4	0.01162014	0.007680495	0.002199179
Family	Centrolenidae	55.4236	152	0.09064515	0.07825711	0.050137834
Family	Ceratobatrachidae	96.3122	87	0.04636908	0.039290865	0.023483661
Family	Ceratophryidae	69.7543	12	0.035623706	0.026834219	0.010636439
Family	Ceuthomantidae	71.4532	4	0.019401431	0.012823649	0.003671834
Family	Conrauidae	103.1555	6	0.0173695	0.012144413	0.00393062
Family	Craugastoridae	65.7182	116	0.072332934	0.061916284	0.038432712
Family	Cryptobranchidae	164.5005	3	0.006678474	0.004213648	0.001108334
Family	Cycloramphidae	64.3891	34	0.05476642	0.044451637	0.022653136
Family	Dendrobatidae	70.4358	301	0.081025704	0.071231956	0.048753435
Family	Dermophidae	68.0868	14	0.03876019	0.029593152	0.012233048
Family	Dicamptodontidae	126.9776	4	0.010917629	0.00721616	0.002066225
Family	Dicroglossidae	68.092	193	0.077287937	0.067184265	0.044141494
Family	Eleutherodactylidae	151.9891	208	0.0351179	0.030588951	0.020246927
Family	Heleophrynidae	73.1864	6	0.024482137	0.017117428	0.00554017
Family	Hemiphractidae	78.6936	103	0.058895882	0.050210484	0.030700257
Family	Hemisotidae	85.8402	9	0.025596685	0.018749233	0.006847452
Family	Herpelidae	72.4622	9	0.030322355	0.022210724	0.008111632
Family	Hylidae	62.4914	950	0.109718489	0.098643443	0.073022944
Family	Hylodidae	164.5005	45	0.023140735	0.019060697	0.010251634
Family	Hynobiidae	92.0473	64	0.045182021	0.037820122	0.021596227
Family	Hyperoliidae	98.1581	223	0.055086353	0.048070397	0.032031511
Family	Ichthyophiidae	98.8724	58	0.041067507	0.034229879	0.019238003
Family	Indotyphlidae	202.0405	21	0.015068872	0.011868389	0.005437584
Family	Leiopelmatidae	69.8784	4	0.019838668	0.013112646	0.003754583
Family	Leptodactylidae	97.2638	205	0.054727555	0.04765112	0.031495694
Family	Mantellidae	124.87	207	0.042706165	0.037193809	0.024607138
Family	Megophryidae	104.2866	189	0.050262901	0.043666942	0.028629584
Family	Micrixalidae	109.4258	24	0.029043003	0.023081656	0.010910795
Family	Microhylidae	119.301	567	0.053145902	0.047350603	0.033977272
Family	Myobatrachidae	96.5762	133	0.050637208	0.043537565	0.027473042
Family	Nasikabatrachus	162.4419	1	0	0	0
Family	Nyctibatrachidae	96.3122	29	0.034962298	0.028117416	0.013861183
Family	Odontophrynidae	98.8724	52	0.039963061	0.033145193	0.018289116
Family	Pelobatidae	68.287	4	0.020301	0.013418231	0.003842082
Family	Pelodytidae	124.87	3	0.008798048	0.00555095	0.001460091
Family	Petropedetidae	140.992	12	0.017624451	0.013275946	0.005262266
Family	Phrynobatrachidae	96.5813	88	0.046358216	0.039298386	0.023525526
Family	Pipidae	103.6519	33	0.033733174	0.027333926	0.013845231
Family	Plethodontidae	190.4205	446	0.032036041	0.028407716	0.020048851
Family	Proteidae	126.8706	6	0.014122732	0.009874336	0.003195895
Family	Ptychadenidae	73.6576	52	0.053643395	0.044491603	0.024549928
Family	Pyxicephalidae	105.4012	80	0.041574732	0.035116317	0.020740288
Family	Ranidae	96.5813	379	0.061477079	0.054327536	0.037879178
Family	Ranixalidae	100.2736	11	0.023913525	0.017868706	0.006912559
Family	Rhacophoridae	97.2638	388	0.061286988	0.054186986	0.03784914
Family	Rhinatrematidae	108.6502	11	0.022069865	0.016491083	0.006379622
Family	Rhinodermatidae	55.9523	3	0.019634801	0.01238818	0.003258518
Family	Rhinophrynidae	190.4205	1	0	0	0
Family	Rhyacotritonidae	133.0306	4	0.010420868	0.006887819	0.00197221
Family	Salamandridae	167.2205	109	0.028054861	0.023964366	0.014759551
Family	Scaphiopodidae	155.7306	7	0.012495362	0.008901875	0.003018056
Family	Scolecomorphidae	89.0776	6	0.020114591	0.014063726	0.004551819
Family	Siphonopidae	68.0868	26	0.047852103	0.038226054	0.018399498
Family	Sirenidae	199.5905	4	0.006945693	0.004590853	0.001314513
Family	Sooglossidae	96.5762	4	0.01435441	0.009487749	0.002716655
Family	Strabomantidae	65.7182	617	0.097763923	0.087241301	0.062947027
Family	Telmatobiidae	61.2519	63	0.067640918	0.056581688	0.032228895
Family	Typhlonectidae	56.0363	13	0.045772996	0.034725886	0.014070475
Family	Accipitridae	84.0866	235	0.064928128	0.056735373	0.037991584
Family	Cathartidae	84.0866	7	0.023141739	0.016486507	0.005589519
Family	Anatidae	67.6402	146	0.073678177	0.06353153	0.040520874
Family	Anhimidae	73.1278	3	0.015023183	0.009478573	0.002493191
Family	Anseranatidae	67.6402	1	0	0	0
Family	Apterygidae	47.8507	3	0.022959169	0.014485623	0.003810217
Family	Aegothelidae	82.8935	8	0.025085701	0.018144696	0.006401325
Family	Apodidae	53.6816	91	0.0840299	0.071321298	0.042893377
Family	Hemiprocnidae	53.6816	4	0.025824386	0.017068991	0.004887415
Family	Trochilidae	63.0348	315	0.091260266	0.080314287	0.055178384
Family	Caprimulgidae	85.4253	85	0.05200627	0.044029112	0.026230048
Family	Nyctibiidae	85.9141	7	0.022649485	0.016135819	0.005470623
Family	Podargidae	82.8935	12	0.029977099	0.022580808	0.008950489
Family	Steatornithidae	85.9141	1	0	0	0
Family	Bucerotidae	35.9503	52	0.109908505	0.091157646	0.050299685
Family	Bucorvidae	35.9503	2	0.019280706	0.01127849	0.002651165
Family	Phoeniculidae	41.7908	8	0.049758357	0.035990634	0.01269725
Family	Upupidae	41.7908	1	0	0	0
Family	Cariamidae	85.1801	2	0.008137431	0.004760092	0.001118925
Family	Casuariidae	24.8428	3	0.044222563	0.027901331	0.00733901
Family	Dromaiidae	24.8428	1	0	0	0
Family	Alcidae	16.2778	22	0.189893134	0.150041593	0.069505837
Family	Burhinidae	46.8989	9	0.046850237	0.034317178	0.012533059
Family	Charadriidae	37.4716	65	0.111401362	0.093310869	0.053413252
Family	Chionidae	85.3136	3	0.012877341	0.008124697	0.002137075
Family	Dromadidae	20.717	1	0	0	0
Family	Glareolidae	21.885	17	0.129459143	0.100398656	0.043660564
Family	Haematopodidae	20.2504	10	0.11370566	0.084183428	0.031695862
Family	Ibidorhynchidae	23.9444	1	0	0	0
Family	Jacanidae	40.7346	9	0.053940006	0.03951034	0.014429666
Family	Laridae	18.1502	96	0.251476468	0.213857908	0.129550928
Family	Pedionomidae	39.0165	1	0	0	0
Family	Recurvirostridae	20.2504	7	0.09609243	0.068457629	0.023209597
Family	Rostratulidae	40.7346	2	0.017016177	0.009953826	0.002339784
Family	Scolopacidae	53.6207	87	0.083287016	0.070573298	0.042180783
Family	Stercorariidae	16.2778	7	0.119543805	0.085164725	0.028873904
Family	Thinocoridae	39.0165	4	0.035530977	0.023484698	0.006724444
Family	Turnicidae	47.0446	16	0.058935324	0.045490155	0.019477065
Family	Ciconiidae	76.0202	19	0.038732324	0.030289122	0.013544024
Family	Coliidae	85.3136	6	0.021002038	0.014684212	0.004752643
Family	Columbidae	84.6762	304	0.067516347	0.059369275	0.040668076
Family	Alcedinidae	52.2653	90	0.086095548	0.073044875	0.043863419
Family	Brachypteraciidae	52.9021	5	0.030422949	0.020766894	0.006360281
Family	Coraciidae	52.9021	12	0.046971796	0.035382379	0.014024724
Family	Meropidae	73.2401	25	0.043949637	0.035021107	0.01670909
Family	Momotidae	52.2653	10	0.044055714	0.032617207	0.012280689
Family	Todidae	58.1029	5	0.027699786	0.018908046	0.005790971
Family	Cuculidae	78.8158	132	0.06195207	0.053253306	0.033574167
Family	Eurypygidae	37.974	1	0	0	0
Family	Rhynochetidae	37.974	1	0	0	0
Family	Falconidae	84.15	61	0.048851739	0.040807929	0.023124304
Family	Cracidae	58.1591	50	0.06726416	0.05568653	0.03051891
Family	Megapodiidae	63.7065	19	0.046218816	0.036143645	0.016161921
Family	Numididae	43.7295	6	0.040973701	0.028648006	0.009272119
Family	Odontophoridae	37.8756	31	0.090664893	0.073202503	0.036601251
Family	Phasianidae	37.8756	169	0.135440725	0.117295865	0.076017237
Family	Gaviidae	76.7534	4	0.018061667	0.011938113	0.003418275
Family	Aramidae	33.947	1	0	0	0
Family	Gruidae	33.947	15	0.079772887	0.061255532	0.025789281
Family	Heliornithidae	53.2801	3	0.020619561	0.013009495	0.003421945
Family	Psophiidae	49.8008	3	0.022060133	0.013918394	0.003661017
Family	Rallidae	53.2801	130	0.091357457	0.078491785	0.04939722
Family	Leptosomidae	83.9247	1	0	0	0
Family	Mesitornithidae	84.6762	3	0.012974275	0.008185856	0.002153162
Family	Musophagidae	78.7602	23	0.039810643	0.031550284	0.014768256
Family	Opisthocomidae	76.3009	1	0	0	0
Family	Otididae	78.8158	25	0.040840489	0.032543594	0.015527032
Family	Acanthisittidae	76.1722	2	0.00909974	0.005323006	0.001251246
Family	Acanthizidae	39.3692	61	0.104418527	0.087225222	0.049427221
Family	Aegithalidae	36.0994	8	0.057603216	0.041664886	0.014699088
Family	Aegithinidae	33.4435	4	0.041451833	0.027398171	0.007845
Family	Alaudidae	43.082	84	0.102846126	0.087031802	0.051762091
Family	Artamidae	28.9617	11	0.082795391	0.061866516	0.023933235
Family	Atrichornithidae	32.0943	2	0.021597205	0.012633555	0.002969692
Family	Bombycillidae	41.2342	7	0.047191655	0.033620014	0.011398393
Family	Callaeatidae	42.3054	2	0.016384367	0.00958424	0.002252908
Family	Campephagidae	41.6088	82	0.105908347	0.089540997	0.053072293
Family	Certhiidae	36.7669	7	0.052925597	0.037704956	0.012783336
Family	Chloropseidae	36.144	8	0.057532137	0.041613474	0.01468095
Family	Cinclidae	32.5339	5	0.049469566	0.033768232	0.010342204
Family	Cisticolidae	30.1606	109	0.155545575	0.132866494	0.081831911
Family	Climacteridae	58.6554	7	0.033175294	0.023634556	0.008012964
Family	Cnemophilidae	36.131	3	0.030406363	0.019184279	0.005046125
Family	Coerebidae	5.151	1	0	0	0
Family	Colluricinclidae	38.9192	1	0	0	0
Family	Conopophagidae	35.9732	8	0.057805298	0.041811054	0.014750655
Family	Corcoracidae	22.1051	2	0.03135689	0.018342605	0.004311683
Family	Corvidae	23.42	117	0.203337914	0.174104929	0.108185176
Family	Cotingidae	32.7816	94	0.138592832	0.117771241	0.071141857
Family	Cracticidae	28.9617	10	0.079504487	0.058862156	0.022162162
Family	Dasyornithidae	45.869	3	0.023951084	0.015111452	0.003974832
Family	Dendrocolaptidae	9.3548	50	0.4181835	0.346204991	0.189737071
